Name,Heteronyms
舃,舃󠇡
舅,舅󠇡
與,"與󠇡,與󠇢"
興,興󠇡
舍,舍󠇡
舎,舎󠇡
舑,舑󠇡
般,"般󠇡,般󠇢"
舼,舼󠇡
艀,艀󠇡
艁,艁󠇡
艌,艌󠇡
艮,艮󠇡
色,色󠇡
艵,艵󠇡
艽,艽󠇡
艾,艾󠇡
艿,艿󠇡
芎,"芎󠇡,芎󠇢"
芓,芓󠇡
芘,"芘󠇡,芘󠇢"
芞,芞󠇡
芧,芧󠇡
芪,芪󠇡
芴,芴󠇡
芾,芾󠇡
苁,"苁󠇡,苁󠇢,苁󠇣"
苔,苔󠇡
苤,苤󠇡
若,若󠇡
苨,苨󠇡
苲,苲󠇡
茄,茄󠇡
茇,茇󠇡
茈,"茈󠇡,茈󠇢"
茎,茎󠇡
茠,茠󠇡
茥,茥󠇡
茬,茬󠇡
茮,茮󠇡
茲,茲󠇡
荖,荖󠇡
荷,荷󠇡
荺,荺󠇡
荼,荼󠇡
莆,莆󠇡
莋,莋󠇡
莌,莌󠇡
莎,莎󠇡
莏,莏󠇡
莘,莘󠇡
莚,莚󠇡
莞,"莞󠇡,莞󠇢"
莣,莣󠇡
莥,莥󠇡
莨,莨󠇡
获,获󠇡
菀,"菀󠇡,菀󠇢"
菍,菍󠇡
菏,菏󠇡
菟,菟󠇡
華,"華󠇡,華󠇢"
菲,菲󠇡
菳,菳󠇡
萁,萁󠇡
萄,萄󠇡
萆,萆󠇡
萕,萕󠇡
萖,"萖󠇡,萖󠇢,萖󠇣"
萭,萭󠇡
萮,"萮󠇡,萮󠇢"
萯,萯󠇡
萳,萳󠇡
萷,"萷󠇡,萷󠇢"
萹,萹󠇡
落,"落󠇡,落󠇢"
萿,萿󠇡
葃,葃󠇡
葉,葉󠇡
著,"著󠇡,著󠇢,著󠇣,著󠇤"
葛,葛󠇡
葝,葝󠇡
葢,"葢󠇡,葢󠇢"
葥,葥󠇡
葷,葷󠇡
葻,葻󠇡
蒓,蒓󠇡
蒚,蒚󠇡
蒣,蒣󠇡
蒧,蒧󠇡
蒫,蒫󠇡
蒯,蒯󠇡
蒵,蒵󠇡
蓃,蓃󠇡
蓋,蓋󠇡
蓒,蓒󠇡
蓚,蓚󠇡
蓤,蓤󠇡
蓨,蓨󠇡
蓲,蓲󠇡
蓶,蓶󠇡
蓼,蓼󠇡
蔃,蔃󠇡
蔆,蔆󠇡
蔒,蔒󠇡
蔓,蔓󠇡
蔔,蔔󠇡
蔘,蔘󠇡
蔚,蔚󠇡
蔞,蔞󠇡
蔢,蔢󠇡
蔪,"蔪󠇡,蔪󠇢"
蔫,蔫󠇡
蔮,"蔮󠇡,蔮󠇢"
蔳,蔳󠇡
蔵,蔵󠇡
蕃,"蕃󠇡,蕃󠇢"
蕏,蕏󠇡
蕐,"蕐󠇡,蕐󠇢"
蕝,蕝󠇡
蕫,蕫󠇡
蕰,蕰󠇡
薁,薁󠇡
薄,薄󠇡
薉,薉󠇡
薋,薋󠇡
薍,薍󠇡
薚,薚󠇡
薟,薟󠇡
薢,薢󠇡
薥,薥󠇡
薬,薬󠇡
薲,薲󠇡
薶,薶󠇡
薸,薸󠇡
薺,薺󠇡
藉,藉󠇡
藋,藋󠇡
藏,藏󠇡
藖,藖󠇡
藘,藘󠇡
藦,藦󠇡
藨,藨󠇡
藬,藬󠇡
藲,藲󠇡
藴,藴󠇡
藷,藷󠇡
蘁,蘁󠇡
蘋,蘋󠇡
蘝,蘝󠇡
蘞,蘞󠇡
蘤,蘤󠇡
蘫,蘫󠇡
蘲,蘲󠇡
蘳,蘳󠇡
蘴,蘴󠇡
虎,虎󠇡
處,處󠇡
號,號󠇡
虨,虨󠇡
虪,虪󠇡
虫,虫󠇡
虬,"虬󠇡,虬󠇢"
虵,虵󠇡
虷,虷󠇡
虺,虺󠇡
虽,虽󠇡
蚄,蚄󠇡
蚆,蚆󠇡
蚋,蚋󠇡
蚔,蚔󠇡
蚕,蚕󠇡
蚙,蚙󠇡
蚝,蚝󠇡
蚦,蚦󠇡
蚵,蚵󠇡
蚸,蚸󠇡
蚼,蚼󠇡
蛅,蛅󠇡
蛆,蛆󠇡
蛇,蛇󠇡
蛊,蛊󠇡
蛤,蛤󠇡
蛦,蛦󠇡
蛸,蛸󠇡
蛿,蛿󠇡
蜄,蜄󠇡
蜍,蜍󠇡
蜎,蜎󠇡
蜕,蜕󠇡
蜚,蜚󠇡
蜠,"蜠󠇡,蜠󠇢"
蜡,"蜡󠇡,蜡󠇢"
蜪,蜪󠇡
蜬,蜬󠇡
蜯,蜯󠇡
蜲,蜲󠇡
蜼,蜼󠇡
蝀,蝀󠇡
蝃,蝃󠇡
蝆,蝆󠇡
蝍,蝍󠇡
蝎,蝎󠇡
蝤,蝤󠇡
蝦,蝦󠇡
蝭,蝭󠇡
蝳,蝳󠇡
蝷,蝷󠇡
蝹,蝹󠇡
蝻,蝻󠇡
蝽,蝽󠇡
螁,螁󠇡
螔,螔󠇡
螙,"螙󠇡,螙󠇢"
螝,螝󠇡
螞,螞󠇡
螣,螣󠇡
螹,螹󠇡
蟂,蟂󠇡
蟆,蟆󠇡
蟇,"蟇󠇡,蟇󠇢"
蟉,蟉󠇡
蟞,蟞󠇡
蟤,蟤󠇡
蟦,蟦󠇡
蟷,蟷󠇡
蟸,蟸󠇡
蟺,蟺󠇡
蠀,蠀󠇡
蠁,蠁󠇡
蠈,蠈󠇡
蠏,蠏󠇡
蠓,蠓󠇡
蠖,蠖󠇡
蠙,蠙󠇡
蠚,蠚󠇡
蠝,蠝󠇡
蠡,蠡󠇡
蠤,蠤󠇡
蠧,"蠧󠇡,蠧󠇢"
蠫,蠫󠇡
蠰,蠰󠇡
蠸,蠸󠇡
蠿,"蠿󠇡,蠿󠇢"
衂,衂󠇡
衃,衃󠇡
衇,衇󠇡
行,"行󠇡,行󠇢,行󠇣"
衕,衕󠇡
衙,衙󠇡
衝,衝󠇡
衣,衣󠇡
衩,衩󠇡
衰,衰󠇡
衳,衳󠇡
衵,衵󠇡
衸,衸󠇡
衹,衹󠇡
衺,"衺󠇡,衺󠇢,衺󠇣,衺󠇤"
衾,衾󠇡
袉,袉󠇡
袓,"袓󠇡,袓󠇢"
袚,袚󠇡
袜,袜󠇡
袢,袢󠇡
袤,袤󠇡
袳,"袳󠇡,袳󠇢"
袷,袷󠇡
袿,袿󠇡
裠,裠󠇡
裡,裡󠇡
裦,裦󠇡
裨,裨󠇡
裩,裩󠇡
裭,裭󠇡
裯,裯󠇡
裳,裳󠇡
裵,裵󠇡
裼,裼󠇡
裿,裿󠇡
褀,褀󠇡
褃,褃󠇡
褆,褆󠇡
褉,褉󠇡
褊,褊󠇡
褎,褎󠇡
褕,褕󠇡
褨,褨󠇡
褮,褮󠇡
褶,"褶󠇡,褶󠇢,褶󠇣"
褹,褹󠇡
襈,襈󠇡
襉,襉󠇡
襊,襊󠇡
襎,襎󠇡
襑,襑󠇡
襗,襗󠇡
襡,襡󠇡
襬,襬󠇡
西,西󠇡
要,要󠇡
覃,覃󠇡
覐,"覐󠇡,覐󠇢"
覕,覕󠇡
覚,"覚󠇡,覚󠇢"
覥,覥󠇡
親,親󠇡
覮,覮󠇡
覰,覰󠇡
観,観󠇡
覺,覺󠇡
覻,覻󠇡
觀,觀󠇡
角,"角󠇡,角󠇢"
觜,觜󠇡
觢,觢󠇡
解,"解󠇡,解󠇢"
觧,"觧󠇡,觧󠇢"
觨,觨󠇡
觮,觮󠇡
觳,觳󠇡
觹,"觹󠇡,觹󠇢"
觻,觻󠇡
觽,"觽󠇡,觽󠇢"
訄,訄󠇡
訍,"訍󠇡,訍󠇢"
訢,訢󠇡
訫,訫󠇡
訬,訬󠇡
訮,"訮󠇡,訮󠇢"
詇,詇󠇡
詉,"詉󠇡,詉󠇢"
詍,詍󠇡
詑,"詑󠇡,詑󠇢"
詘,詘󠇡
詥,詥󠇡
詴,詴󠇡
詷,詷󠇡
詸,"詸󠇡,詸󠇢"
詺,詺󠇡
詽,"詽󠇡,詽󠇢"
誀,誀󠇡
誂,誂󠇡
誏,誏󠇡
誒,誒󠇡
語,語󠇡
說,說󠇡
説,"説󠇡,説󠇢"
誳,"誳󠇡,誳󠇢,誳󠇣"
誸,誸󠇡
誺,誺󠇡
誽,誽󠇡
調,調󠇡
諅,諅󠇡
諈,"諈󠇡,諈󠇢"
請,請󠇡
諎,諎󠇡
諐,諐󠇡
論,論󠇡
諞,諞󠇡
諣,諣󠇡
諻,諻󠇡
諼,諼󠇡
謈,"謈󠇡,謈󠇢"
謉,"謉󠇡,謉󠇢,謉󠇣"
謕,謕󠇡
謜,謜󠇡
謝,謝󠇡
謞,謞󠇡
謣,謣󠇡
謯,謯󠇡
謲,"謲󠇡,謲󠇢,謲󠇣"
謷,謷󠇡
謺,謺󠇡
謾,謾󠇡
謿,謿󠇡
譍,譍󠇡
識,識󠇡
譙,譙󠇡
譤,"譤󠇡,譤󠇢"
譧,譧󠇡
譪,譪󠇡
譮,"譮󠇡,譮󠇢"
譺,"譺󠇡,譺󠇢"
譼,譼󠇡
讀,讀󠇡
讁,讁󠇡
讗,讗󠇡
谷,谷󠇡
谺,"谺󠇡,谺󠇢"
豀,豀󠇡
豁,豁󠇡
豄,"豄󠇡,豄󠇢"
豍,豍󠇡
豣,豣󠇡
豥,豥󠇡
豦,豦󠇡
豴,豴󠇡
豻,豻󠇡
豼,"豼󠇡,豼󠇢"
貀,貀󠇡
貃,貃󠇡
貈,"貈󠇡,貈󠇢,貈󠇣,貈󠇤"
貉,貉󠇡
貋,貋󠇡
貏,貏󠇡
貗,貗󠇡
貟,"貟󠇡,貟󠇢"
貦,貦󠇡
貭,貭󠇡
貵,貵󠇡
貹,貹󠇡
賁,賁󠇡
賈,賈󠇡
賏,賏󠇡
賔,賔󠇡
賩,賩󠇡
質,質󠇡
贀,贀󠇡
贋,贋󠇡
贒,贒󠇡
赶,赶󠇡
赿,赿󠇡
趄,趄󠇡
趋,趋󠇡
趌,趌󠇡
趍,趍󠇡
趎,趎󠇡
趒,"趒󠇡,趒󠇢"
趞,趞󠇡
趠,趠󠇡
趭,趭󠇡
趯,趯󠇡
足,足󠇡
趵,趵󠇡
趷,趷󠇡
趻,趻󠇡
趼,趼󠇡
趿,趿󠇡
跁,跁󠇡
跂,跂󠇡
跇,跇󠇡
跐,"跐󠇡,跐󠇢"
跑,跑󠇡
跔,"跔󠇡,跔󠇢"
跕,跕󠇡
跖,跖󠇡
跙,跙󠇡
跛,跛󠇡
跰,跰󠇡
踆,踆󠇡
踇,踇󠇡
踈,"踈󠇡,踈󠇢"
踉,踉󠇡
踋,踋󠇡
踍,踍󠇡
踒,踒󠇡
踖,踖󠇡
踙,踙󠇡
踦,"踦󠇡,踦󠇢"
踧,踧󠇡
踲,踲󠇡
踳,踳󠇡
踶,踶󠇡
踻,踻󠇡
踼,踼󠇡
踾,踾󠇡
蹌,蹌󠇡
蹑,蹑󠇡
蹔,蹔󠇡
蹡,蹡󠇡
蹢,蹢󠇡
蹨,蹨󠇡
蹮,蹮󠇡
蹷,蹷󠇡
蹸,蹸󠇡
蹻,"蹻󠇡,蹻󠇢"
躂,躂󠇡
躒,躒󠇡
躓,躓󠇡
躤,躤󠇡
身,身󠇡
車,車󠇡
軋,軋󠇡
軙,軙󠇡
軠,軠󠇡
軡,軡󠇡
軦,軦󠇡
軮,軮󠇡
軲,軲󠇡
軵,軵󠇡
軷,軷󠇡
軿,軿󠇡
輁,輁󠇡
載,載󠇡
輋,輋󠇡
輏,輏󠇡
輑,輑󠇡
輨,輨󠇡
輾,輾󠇡
轁,轁󠇡
轂,轂󠇡
轉,轉󠇡
轍,轍󠇡
轑,轑󠇡
轘,轘󠇡
轞,轞󠇡
辟,辟󠇡
达,"达󠇡,达󠇢"
过,"过󠇡,过󠇢"
迉,迉󠇡
迋,迋󠇡
迏,"迏󠇡,迏󠇢"
运,运󠇡
迕,迕󠇡
迖,迖󠇡
还,"还󠇡,还󠇢"
这,这󠇡
迧,迧󠇡
迮,迮󠇡
迱,迱󠇡
迵,迵󠇡
追,追󠇡
适,适󠇡
逄,逄󠇡
逎,逎󠇡
逘,逘󠇡
逢,逢󠇡
逬,"逬󠇡,逬󠇢"
逮,逮󠇡
逷,逷󠇡
逽,逽󠇡
遃,遃󠇡
遅,遅󠇡
遌,遌󠇡
過,過󠇡
達,"達󠇡,達󠇢,達󠇣"
遟,遟󠇡
遠,遠󠇡
遡,遡󠇡
遢,遢󠇡
適,適󠇡
遫,遫󠇡
遲,遲󠇡
遺,遺󠇡
遻,遻󠇡
還,還󠇡
邆,邆󠇡
邋,"邋󠇡,邋󠇢"
邓,邓󠇡
那,"那󠇡,那󠇢,那󠇣"
邪,邪󠇡
郃,郃󠇡
郄,郄󠇡
郇,郇󠇡
郋,郋󠇡
郍,郍󠇡
郖,郖󠇡
郩,郩󠇡
郷,郷󠇡
都,都󠇡
鄃,鄃󠇡
鄇,鄇󠇡
鄊,鄊󠇡
鄑,鄑󠇡
鄓,鄓󠇡
鄕,鄕󠇡
鄗,鄗󠇡
鄘,鄘󠇡
鄥,鄥󠇡
鄳,"鄳󠇡,鄳󠇢"
鄵,鄵󠇡
鄺,鄺󠇡
酀,酀󠇡
酊,酊󠇡
酖,酖󠇡
酢,酢󠇡
酨,酨󠇡
酺,酺󠇡
酻,酻󠇡
醈,醈󠇡
醔,醔󠇡
醖,醖󠇡
醭,醭󠇡
重,重󠇡
量,量󠇡
釐,釐󠇡
釓,釓󠇡
釕,釕󠇡
釘,釘󠇡
釠,釠󠇡
釤,釤󠇡
釫,釫󠇡
釶,釶󠇡
鈀,"鈀󠇡,鈀󠇢"
鈃,鈃󠇡
鈈,鈈󠇡
鈒,鈒󠇡
鈓,鈓󠇡
鈚,鈚󠇡
鈧,鈧󠇡
鈭,鈭󠇡
鈶,"鈶󠇡,鈶󠇢,鈶󠇣"
鈷,鈷󠇡
鈹,鈹󠇡
鈿,鈿󠇡
鉃,鉃󠇡
鉆,鉆󠇡
鉇,"鉇󠇡,鉇󠇢"
鉈,鉈󠇡
鉛,鉛󠇡
鉟,鉟󠇡
鉢,鉢󠇡
鉩,鉩󠇡
鉪,鉪󠇡
鉵,鉵󠇡
鉹,鉹󠇡
鉺,鉺󠇡
鉿,鉿󠇡
銄,銄󠇡
銐,銐󠇡
銒,"銒󠇡,銒󠇢"
銕,銕󠇡
銗,銗󠇡
銚,"銚󠇡,銚󠇢"
銭,銭󠇡
銻,"銻󠇡,銻󠇢"
銼,銼󠇡
銽,"銽󠇡,銽󠇢"
鋋,鋋󠇡
鋌,鋌󠇡
鋎,鋎󠇡
鋑,鋑󠇡
鋛,鋛󠇡
鋟,鋟󠇡
鋦,鋦󠇡
鋪,鋪󠇡
鋺,"鋺󠇡,鋺󠇢"
鋻,鋻󠇡
鋼,鋼󠇡
錈,錈󠇡
錊,錊󠇡
錑,錑󠇡
錖,錖󠇡
錞,錞󠇡
錟,錟󠇡
錢,錢󠇡
錤,錤󠇡
鍉,"鍉󠇡,鍉󠇢"
鍐,鍐󠇡
鍑,鍑󠇡
鍕,鍕󠇡
鍙,鍙󠇡
鍜,鍜󠇡
鍡,鍡󠇡
鍦,鍦󠇡
鍫,鍫󠇡
鍳,鍳󠇡
鎄,鎄󠇡
鎎,鎎󠇡
鎐,鎐󠇡
鎗,鎗󠇡
鎘,鎘󠇡
鎝,鎝󠇡
鎞,"鎞󠇡,鎞󠇢"
鎣,鎣󠇡
鎬,鎬󠇡
鏂,鏂󠇡
鏅,鏅󠇡
鏊,鏊󠇡
鏏,鏏󠇡
鏑,鏑󠇡
鏒,鏒󠇡
鏔,鏔󠇡
鏙,鏙󠇡
鏞,鏞󠇡
鏩,"鏩󠇡,鏩󠇢"
鏳,鏳󠇡
鏹,鏹󠇡
鏼,鏼󠇡
鏾,鏾󠇡
鐀,鐀󠇡
鐉,鐉󠇡
鐒,鐒󠇡
鐙,鐙󠇡
鐚,鐚󠇡
鐜,"鐜󠇡,鐜󠇢,鐜󠇣"
鐟,鐟󠇡
鐺,鐺󠇡
鑃,"鑃󠇡,鑃󠇢"
鑈,鑈󠇡
鑋,鑋󠇡
鑎,鑎󠇡
鑐,鑐󠇡
鑖,鑖󠇡
鑚,"鑚󠇡,鑚󠇢"
鑛,鑛󠇡
鑜,鑜󠇡
鑴,鑴󠇡
鑹,鑹󠇡
鑽,鑽󠇡
長,"長󠇡,長󠇢"
镸,"镸󠇡,镸󠇢"
镽,镽󠇡
閍,閍󠇡
間,間󠇡
閜,"閜󠇡,閜󠇢"
閤,閤󠇡
閬,"閬󠇡,閬󠇢"
閰,閰󠇡
閷,閷󠇡
閺,閺󠇡
閼,"閼󠇡,閼󠇢"
闀,闀󠇡
闁,闁󠇡
闂,闂󠇡
闇,闇󠇡
闍,闍󠇡
闕,闕󠇡
闝,闝󠇡
闞,"闞󠇡,闞󠇢"
闟,闟󠇡
阠,阠󠇡
阤,"阤󠇡,阤󠇢"
阥,"阥󠇡,阥󠇢"
阧,阧󠇡
阨,阨󠇡
阴,"阴󠇡,阴󠇢"
阸,阸󠇡
阽,阽󠇡
阿,阿󠇡
陂,陂󠇡
降,降󠇡
陏,陏󠇡
陒,陒󠇡
陠,"陠󠇡,陠󠇢"
陫,陫󠇡
陭,"陭󠇡,陭󠇢"
陶,陶󠇡
陸,陸󠇡
陻,陻󠇡
隁,隁󠇡
隂,"隂󠇡,隂󠇢"
隃,隃󠇡
隌,"隌󠇡,隌󠇢"
隑,"隑󠇡,隑󠇢"
隖,隖󠇡
隟,隟󠇡
隠,隠󠇡
隩,隩󠇡
隫,隫󠇡
隺,"隺󠇡,隺󠇢"
隽,隽󠇡
雃,雃󠇡
雅,雅󠇡
雋,雋󠇡
雘,雘󠇡
雚,雚󠇡
雟,"雟󠇡,雟󠇢"
難,"難󠇡,難󠇢"
雨,雨󠇡
雬,雬󠇡
雭,雭󠇡
雵,雵󠇡
雽,"雽󠇡,雽󠇢"
雿,雿󠇡
霐,霐󠇡
霒,霒󠇡
霗,霗󠇡
霫,霫󠇡
露,露󠇡
霸,霸󠇡
靃,靃󠇡
靑,靑󠇡
靤,靤󠇡
靦,靦󠇡
靶,靶󠇡
靸,靸󠇡
鞁,鞁󠇡
鞄,鞄󠇡
鞈,鞈󠇡
鞎,鞎󠇡
鞔,鞔󠇡
鞞,鞞󠇡
鞟,"鞟󠇡,鞟󠇢"
鞧,鞧󠇡
鞪,鞪󠇡
鞱,鞱󠇡
鞲,"鞲󠇡,鞲󠇢"
鞷,鞷󠇡
韀,韀󠇡
韄,韄󠇡
韕,韕󠇡
韖,韖󠇡
韢,"韢󠇡,韢󠇢"
韯,韯󠇡
韲,韲󠇡
韽,韽󠇡
頄,頄󠇡
頓,頓󠇡
頕,頕󠇡
頜,頜󠇡
頡,頡󠇡
頦,頦󠇡
頨,頨󠇡
頭,頭󠇡
頳,頳󠇡
頸,頸󠇡
顈,顈󠇡
顉,顉󠇡
顖,顖󠇡
顟,顟󠇡
顢,顢󠇡
顤,顤󠇡
顦,顦󠇡
顨,顨󠇡
顩,顩󠇡
顪,顪󠇡
顭,顭󠇡
顲,顲󠇡
風,風󠇡
颩,"颩󠇡,颩󠇢"
颮,颮󠇡
飍,飍󠇡
食,"食󠇡,食󠇢"
飡,飡󠇡
飲,飲󠇡
飳,飳󠇡
飵,飵󠇡
飸,飸󠇡
飻,飻󠇡
養,養󠇡
餔,餔󠇡
餤,餤󠇡
餥,餥󠇡
餳,餳󠇡
饀,饀󠇡
饉,饉󠇡
饎,饎󠇡
饚,饚󠇡
馘,馘󠇡
馮,馮󠇡
馯,馯󠇡
馱,馱󠇡
馲,馲󠇡
馸,馸󠇡
馻,馻󠇡
馾,馾󠇡
駃,駃󠇡
駄,駄󠇡
駇,駇󠇡
駔,"駔󠇡,駔󠇢"
駗,駗󠇡
駘,駘󠇡
駨,駨󠇡
駫,駫󠇡
駴,駴󠇡
駽,駽󠇡
騎,騎󠇡
騔,騔󠇡
騥,騥󠇡
騩,騩󠇡
騯,騯󠇡
騹,騹󠇡
驒,驒󠇡
驓,驓󠇡
驡,驡󠇡
驨,驨󠇡
骨,"骨󠇡,骨󠇢"
骯,骯󠇡
髈,"髈󠇡,髈󠇢,髈󠇣,髈󠇤"
髉,髉󠇡
髊,"髊󠇡,髊󠇢"
髝,髝󠇡
髟,髟󠇡
髩,髩󠇡
髳,髳󠇡
髺,髺󠇡
鬂,鬂󠇡
鬌,鬌󠇡
鬠,鬠󠇡
鬲,鬲󠇡
鬳,鬳󠇡
鬴,鬴󠇡
鬹,鬹󠇡
鬾,鬾󠇡
魀,魀󠇡
魄,魄󠇡
魆,魆󠇡
魐,魐󠇡
魙,魙󠇡
魝,魝󠇡
魟,魟󠇡
魡,魡󠇡
魣,魣󠇡
魭,魭󠇡
魮,魮󠇡
魺,魺󠇡
魿,魿󠇡
鮁,鮁󠇡
鮉,鮉󠇡
鮕,鮕󠇡
鮛,鮛󠇡
鮭,鮭󠇡
鮮,鮮󠇡
鮯,鮯󠇡
鮸,鮸󠇡
鯅,鯅󠇡
鯆,"鯆󠇡,鯆󠇢"
鰀,"鰀󠇡,鰀󠇢"
鰓,鰓󠇡
鰕,鰕󠇡
鰪,鰪󠇡
鱃,鱃󠇡
鱅,鱅󠇡
鱊,鱊󠇡
鱎,鱎󠇡
鱒,鱒󠇡
鱠,鱠󠇡
鱣,鱣󠇡
鱥,鱥󠇡
鱯,鱯󠇡
鱳,鱳󠇡
鱻,鱻󠇡
鳥,鳥󠇡
鳬,鳬󠇡
鳹,鳹󠇡
鳻,鳻󠇡
鴁,鴁󠇡
鴂,鴂󠇡
鴃,鴃󠇡
鴊,鴊󠇡
鴝,鴝󠇡
鴡,鴡󠇡
鴢,鴢󠇡
鴩,鴩󠇡
鴺,鴺󠇡
鵅,鵅󠇡
鵏,鵏󠇡
鵕,鵕󠇡
鵖,鵖󠇡
鵙,鵙󠇡
鵠,鵠󠇡
鵭,鵭󠇡
鵶,鵶󠇡
鵾,鵾󠇡
鶣,鶣󠇡
鶨,鶨󠇡
鶷,鶷󠇡
鶻,鶻󠇡
鷀,鷀󠇡
鷎,鷎󠇡
鷏,鷏󠇡
鷑,鷑󠇡
鷒,鷒󠇡
鷛,鷛󠇡
鷞,鷞󠇡
鷤,鷤󠇡
鷨,鷨󠇡
鷩,鷩󠇡
鸀,"鸀󠇡,鸀󠇢"
鸂,鸂󠇡
鸄,鸄󠇡
鸍,鸍󠇡
鸏,"鸏󠇡,鸏󠇢"
鸖,鸖󠇡
鸘,鸘󠇡
鹽,鹽󠇡
麃,麃󠇡
麅,麅󠇡
麇,麇󠇡
麉,麉󠇡
麏,麏󠇡
麗,麗󠇡
麡,麡󠇡
麦,麦󠇡
麧,麧󠇡
麮,麮󠇡
麯,"麯󠇡,麯󠇢"
麶,麶󠇡
麼,"麼󠇡,麼󠇢"
麽,"麽󠇡,麽󠇢,麽󠇣"
黊,黊󠇡
黋,黋󠇡
黒,"黒󠇡,黒󠇢"
黦,黦󠇡
黫,黫󠇡
黭,黭󠇡
黽,黽󠇡
鼀,鼀󠇡
鼨,鼨󠇡
鼰,鼰󠇡
鼸,鼸󠇡
鼼,鼼󠇡
齃,"齃󠇡,齃󠇢"
齊,"齊󠇡,齊󠇢"
齐,"齐󠇡,齐󠇢,齐󠇣"
齙,齙󠇡
齚,"齚󠇡,齚󠇢"
齛,齛󠇡
齩,齩󠇡
齴,齴󠇡
齵,齵󠇡
龓,龓󠇡
龜,"龜󠇡,龜󠇢"
龡,龡󠇡
龣,龣󠇡
㐹,㐹󠇡
㑑,㑑󠇡
㑺,㑺󠇡
㒯,㒯󠇡
㓾,㓾󠇡
㔊,㔊󠇡
㕡,㕡󠇡
㕤,㕤󠇡
㕬,㕬󠇡
㕰,㕰󠇡
㕲,㕲󠇡
㖠,"㖠󠇡,㖠󠇢,㖠󠇣"
㖸,"㖸󠇡,㖸󠇢"
㘈,㘈󠇡
㘥,㘥󠇡
㙉,㙉󠇡
㙳,㙳󠇡
㜮,㜮󠇡
㝀,㝀󠇡
㝃,㝃󠇡
㠶,㠶󠇡
㡓,㡓󠇡
㡣,㡣󠇡
㡧,㡧󠇡
㣔,㣔󠇡
㥍,"㥍󠇡,㥍󠇢"
㥼,㥼󠇡
㦉,㦉󠇡
㦛,㦛󠇡
㦤,㦤󠇡
㦸,㦸󠇡
㧍,㧍󠇡
㧙,㧙󠇡
㧳,㧳󠇡
㨁,㨁󠇡
㨄,㨄󠇡
㨊,㨊󠇡
㩋,㩋󠇡
㩗,㩗󠇡
㩦,㩦󠇡
㫲,㫲󠇡
㭱,㭱󠇡
㯳,㯳󠇡
㰰,"㰰󠇡,㰰󠇢"
㱄,㱄󠇡
㱔,㱔󠇡
㳫,㳫󠇡
㵪,㵪󠇡
㵵,㵵󠇡
㷉,㷉󠇡
㷷,㷷󠇡
㷼,㷼󠇡
㸸,"㸸󠇡,㸸󠇢"
㻗,"㻗󠇡,㻗󠇢"
㻞,㻞󠇡
㻡,㻡󠇡
㼇,㼇󠇡
㽹,㽹󠇡
㾀,㾀󠇡
㾏,㾏󠇡
㿜,㿜󠇡
㿭,㿭󠇡
䃘,"䃘󠇡,䃘󠇢"
䃺,䃺󠇡
䄻,"䄻󠇡,䄻󠇢"
䇦,䇦󠇡
䉠,䉠󠇡
䋎,䋎󠇡
䌫,䌫󠇡
䎱,䎱󠇡
䐶,"䐶󠇡,䐶󠇢"
䑲,䑲󠇡
䑺,䑺󠇡
䔖,䔖󠇡
䔛,䔛󠇡
䔶,䔶󠇡
䕑,䕑󠇡
䕕,"䕕󠇡,䕕󠇢"
䕸,䕸󠇡
䖦,䖦󠇡
䙡,䙡󠇡
䛏,䛏󠇡
䠀,䠀󠇡
䤵,䤵󠇡
䦧,"䦧󠇡,䦧󠇢,䦧󠇣"
䧟,䧟󠇡
䪴,"䪴󠇡,䪴󠇢"
䭾,䭾󠇡
䮐,䮐󠇡
䮓,䮓󠇡
䰰,䰰󠇡
䶧,䶧󠇡
